JID,Formula,Dir.gap (eV),Indir. gap (eV),Eff (%)
JVASP-3333,Tb2 Te1 O2,3.0739,2.0682,2.32255505
JVASP-26411,Tm1 Bi2 I1 O4,3.2162,2.8099,2.320120198
JVASP-12488,Bi1 Pb1 Cl1 O2,3.2913,3.2913,2.317315338
JVASP-1318,Ca1 Te1,3.0715,2.0607,2.31510138
JVASP-40475,Li5 Si2 Bi1 O8,3.2289,2.8693,2.313363218
JVASP-50657,Li1 Si1 Bi3 O7,3.2763,3.1654,2.309837084
JVASP-19359,Zn2 Ag1 Sb1 O6,0.1776,0.1053,2.297610388
JVASP-9727,Ag2 S1 O4,3.2731,3.1132,2.296768176
JVASP-1960,Ca2 N1 Cl1,3.2951,3.2951,2.292838468
JVASP-9604,Na1 Nb1 O3,3.297,3.297,2.292838468
JVASP-11478,Ho1 V1 O4,3.2964,3.2964,2.292838468
JVASP-8598,Cu1 H4 O2 F2,0.0642,-0.0083,2.289563835
JVASP-8237,Ca1 Mo1 F6,0,-0.0724,2.286153994
JVASP-48583,V1 O2 F1,3.2627,3.0012,2.276659151
JVASP-18803,Sc3 In1 N1,0,-0.0729,2.273278422
JVASP-36365,Pr1 N1,3.2747,3.0837,2.269371442
JVASP-35262,Na2 Zn3 Se4,3.2855,3.1962,2.268442507
JVASP-16219,Y3 Tl1 C1,0,-0.0732,2.260893965
JVASP-26358,Ho1 Bi2 Cl1 O4,3.2792,3.1053,2.255130416
JVASP-12757,Na1 I1 O4,3.2996,3.282,2.25355163
JVASP-7758,P1,3.2511,2.9104,2.252704088
JVASP-1705,Rb1 Pr1 Se2,3.2254,2.7827,2.246265911
JVASP-16067,Sc3 In1 C1,0,-0.0736,2.245024366
JVASP-2002,Li1 H1,3.3026,3.3026,2.243833606
JVASP-51609,Na2 V2 Zn1 O7,3.3053,3.3053,2.243833606
JVASP-5416,Ge2 S3 I2,3.3003,3.2612,2.236071725
JVASP-38030,Sn1 Br1 F1,3.2505,2.8886,2.23287838
JVASP-9105,Sb1 O2,3.2891,3.1847,2.230339733
JVASP-50094,Li3 Nb1 S4,3.2765,3.0689,2.225869637
JVASP-19061,Nb1 Sb1 O4,3.2922,3.1798,2.22367703
JVASP-13062,Sn1 Br2,3.3095,3.3095,2.222402097
JVASP-29806,Te1 H1 O3,3.3094,3.3094,2.222402097
JVASP-4143,K1 Bi1 O2,3.3097,3.3086,2.221528201
JVASP-37047,Ti2 Mn1 Si1,0.3405,0.2413,2.219000811
JVASP-52006,Hg1 C2 S2 N2,3.2985,3.2326,2.214284292
JVASP-29750,Hg1 C2 S2 N2,3.2977,3.2303,2.213064624
JVASP-26420,Y1 Bi2 Br1 O4,3.2808,3.0857,2.206778958
JVASP-11781,Tb1 V1 O4,3.3149,3.3149,2.202504742
JVASP-55237,Lu2 Zn1 S4,3.3133,3.3133,2.202504742
JVASP-8703,B1 C2 N1,3.3121,3.3121,2.202504742
JVASP-55074,Ba2 Li3 Ta1 N4,3.2911,3.1437,2.194527706
JVASP-25171,C1,3.3186,3.3186,2.182403235
JVASP-8006,C1,3.3186,3.3186,2.182403235
JVASP-10864,Nd2 Hg1 O4,3.3176,3.3158,2.181000836
JVASP-42337,V1 O1 F3,3.314,3.2791,2.175061686
JVASP-37209,Si1 Sn1 O3,2.827,1.2141,2.17284674
JVASP-60672,Re2 Ni1 O8,0.0687,-0.0069,2.165442716
JVASP-39020,Sm1 B1 S3,3.316,3.2822,2.156107799
JVASP-48921,Li6 Fe1 O5 F1,0.0116,-0.0644,2.149377403
JVASP-8575,Al1 Bi1 O3,3.2607,2.8487,2.139363855
JVASP-9792,Ca1 Ti1 Si1 O5,3.3136,3.2331,2.139214824
JVASP-44226,V1 O1 F3,3.3235,3.2889,2.135581926
JVASP-25087,P1,3.3189,3.2584,2.135339305
JVASP-9688,Al2 Zn1 S4,3.3275,3.3056,2.122752161
JVASP-37065,Tb1 Tl1 S2,3.1497,2.2858,2.118768577
JVASP-9481,Mg1 Ti1 Si1 O5,3.3311,3.3272,2.112637437
JVASP-18406,Sm1 H2,2.093,0.5437,2.110038736
JVASP-25637,Tm1 Se1 O3 F1,3.3258,3.2855,2.108761435
JVASP-37164,Na1 Nd1 Se2,3.2181,2.601,2.108752676
JVASP-33040,Al1 Bi1 Se1 Cl4,3.3326,3.3219,2.107534041
JVASP-8667,Tb1 Cl1,0.0026,-0.0745,2.106516757
JVASP-8105,Li1 Al1 Ge1,1.8232,0.4614,2.105671221
JVASP-26366,Er1 Bi2 Cl1 O4,3.3151,3.1982,2.091472475
JVASP-52543,Ti1 Bi2 O5,3.3342,3.3342,2.090342964
JVASP-56807,Na1 V1 O3,3.3298,3.2945,2.089062001
JVASP-35654,Hf2 S1 N2,3.0651,1.8701,2.088912543
JVASP-35832,Ca2 H3 Br1,3.3091,3.1351,2.084189642
JVASP-26377,Lu1 Bi2 I1 O4,3.2727,2.8618,2.075757341
JVASP-12952,Na3 P1 S4,3.3378,3.3378,2.063131185
JVASP-8083,K1 Nb1 O3,3.1872,2.4019,2.061197716
JVASP-22976,Ca1 Ti1 Ge1 O5,3.3309,3.2425,2.049197828
JVASP-54400,Mg1 Fe2 O4,0.001,-0.0776,2.048354425
JVASP-48579,V1 O1 F3,3.3378,3.3173,2.048164818
JVASP-11673,Nd1 V1 O4,3.3457,3.3457,2.037026301
JVASP-1076,Mg2 Si1,2.3,0.6247,2.036068729
JVASP-7819,Nb2 O5,3.2725,2.8162,2.035807609
JVASP-42732,Li1 V1 O1 F4,3.343,3.341,2.035586197
JVASP-42732,Li1 V1 O1 F4,3.343,3.341,2.035586197
JVASP-29676,Cd1 I2,3.3312,3.2215,2.033207667
JVASP-36966,Rb1 Pb1 Cl3,3.3429,3.3272,2.025726412
JVASP-26338,Ho1 Bi2 Br1 O4,3.3315,3.2113,2.025327227
JVASP-9934,Mg1 Fe2 O4,0,-0.0792,2.025068416
JVASP-26397,Dy1 Bi2 Cl1 O4,3.3198,3.1272,2.014016502
JVASP-31671,Li1 B1 H4,3.3297,3.1788,2.002285014
JVASP-1873,Na1 Fe1 O2,0.086,0.006,1.994820938
JVASP-15321,Ca1 Cu1 As1,1.0016,0.3161,1.994109304
JVASP-3336,Dy2 Te1 O2,3.1092,2.0234,1.985797165
JVASP-8777,Ca2 N1 F1,3.3319,3.1455,1.975641427
JVASP-3936,Th1 N1 Cl1,3.3154,3.0481,1.974539209
JVASP-4388,C1 S2,3.3409,3.2103,1.967788766
JVASP-1708,Rb1 Nd1 Se2,3.2803,2.8037,1.966134815
JVASP-3648,Hg1 Br2,3.3517,3.3262,1.964731271
JVASP-7845,Ba1 C2,3.3264,3.0936,1.96243957
JVASP-13350,Ta1 Bi3 O7,3.3051,2.947,1.956326614
JVASP-58405,Li8 Ir1 O6,0,-0.0811,1.953235626
JVASP-9459,Ca2 Ti3 O8,3.3495,3.2674,1.953070777
JVASP-13162,Li1 Ca1 N1,3.3479,3.2637,1.95158074
JVASP-7902,Sr1 S2,3.2714,2.7189,1.951180851
JVASP-26416,Dy1 Bi2 Br1 O4,3.3445,3.2105,1.940576783
JVASP-26337,Er1 Bi2 Br1 O4,3.35,3.2426,1.935117467
JVASP-22725,Hf1 Si1 Ru2,0.0119,-0.0697,1.934385865
JVASP-37156,Na1 Y1 Se2,3.2344,2.4943,1.932810693
JVASP-56453,Th1 Br4,3.3523,3.2708,1.925611562
JVASP-2077,Dy1 Tl1 S2,3.1981,2.3259,1.924356903
JVASP-12954,Mg2 C3,3.2167,2.4086,1.917449305
JVASP-11798,Pr1 V1 O4,3.3673,3.3673,1.902864605
JVASP-18991,Sb2 O3,3.3662,3.3662,1.902864605
JVASP-14096,Sb2 O3,3.367,3.367,1.902864605
JVASP-61797,H12 Au1 C4 N1,3.3643,3.298,1.882978906
JVASP-43072,Pr1 S1 O1,3.2914,2.7537,1.869730707
JVASP-1894,Na1 In1 S2,3.3529,3.1912,1.8695985
JVASP-50098,Hf2 N2 O1,3.344,3.1041,1.864383621
JVASP-3801,Rb1 Bi1 F6,3.3652,3.3049,1.862604959
JVASP-2475,K2 Hg1 O2,3.3782,3.3782,1.850559199
JVASP-10879,Sr1 Be2 N2,3.3578,3.2024,1.847305797
JVASP-59033,K2 Te1 S3,3.3717,3.3256,1.847282735
JVASP-50519,Sm3 Nb1 O7,3.3553,3.16,1.846137602
JVASP-36997,Rb1 Sn1 Br3,3.3626,3.2386,1.843898817
JVASP-50661,Li2 Ag3 F6,0.1539,0.0697,1.838341936
JVASP-7784,Li1 C1,3.381,3.381,1.822885756
JVASP-36972,Rb1 Sn1 Cl3,3.3809,3.3809,1.822885756
JVASP-8806,Zn1 Ga2 S4,3.3804,3.3804,1.822885756
JVASP-10795,Rb2 Ge1 S3,3.3746,3.3305,1.822005052
JVASP-13300,Zr7 N4 O8,3.3684,3.2456,1.8208837
JVASP-25021,K5 Au1 I2 O2,3.3797,3.3661,1.814220781
JVASP-10325,Ca1 Ti2 O5,3.3813,3.3601,1.809383349
JVASP-1984,Hg1 Br1,3.2809,2.618,1.807047111
JVASP-24429,Ni1 Pt1 F6,0,-0.0852,1.80173818
JVASP-54576,Tl1 Mo2 Cl7 O2,0.0026,-0.0827,1.79821765
JVASP-36529,Zr1 Zn1 N2,3.2957,2.6893,1.79418301
JVASP-13971,Nd2 O3,3.361,3.1381,1.776933249
JVASP-25790,Ga2 Bi1 S4,3.3753,3.2483,1.768340649
JVASP-36956,In1 Sn1 Cl3,3.3825,3.293,1.765887641
JVASP-12505,Th1 Cl4,3.3853,3.3272,1.758209836
JVASP-8736,Er3 In1 N1,0,-0.0865,1.754866115
JVASP-12232,Hg1 Mo1 O4,3.3748,3.2264,1.754489539
JVASP-52274,Ca1 Cd1 O2,3.271,2.4698,1.751250785
JVASP-41380,Mg1 Be2 As2,2.9418,1.2672,1.739482979
JVASP-40213,Ca2 Sn1 S4,3.3875,3.2824,1.728791334
JVASP-50794,Sr1 Li1 Nb2 O6 F1,3.2928,2.5772,1.721883217
JVASP-23047,Sr3 Yb1 Rh1 O6,0,-0.0875,1.719853311
JVASP-57098,Na2 Cd1 Sn1 S4,3.3978,3.3978,1.716408808
JVASP-10594,Al2 Cd1 S4,3.3971,3.3953,1.715336671
JVASP-12942,Sr1 Hg1 O2,3.4005,3.3823,1.705556964
JVASP-22565,Sn1 O1,2.8271,1.0441,1.69801685
JVASP-26392,Y1 Bi2 I1 O4,3.3578,2.9829,1.696494003
JVASP-58923,K2 Hg1 S2,3.4026,3.4026,1.693710404
JVASP-34725,Al2 Bi1 S4,3.3877,3.2638,1.690067015
JVASP-49701,Al2 Bi1 S4,3.3878,3.2638,1.690006268
JVASP-36126,Ho1 Tl1 S2,3.2382,2.2438,1.678756947
JVASP-25645,Sr4 Rh1 O6,0,-0.0889,1.67087476
JVASP-24699,Rb1 Li1 Cl2,3.4038,3.3544,1.664687591
JVASP-30721,Mg1 Sn2 O4,3.4029,3.3531,1.664452971
JVASP-30677,Mg1 Sn2 O5,3.3997,3.2975,1.655479146
JVASP-7775,Ca3 N2,3.3809,3.1164,1.65449048
JVASP-4840,Ca3 N2,3.3813,3.1164,1.654232958
JVASP-56804,Th1 Cl4,3.4042,3.336,1.65364479
JVASP-1306,Ba1 O1,3.4113,3.4113,1.648609468
JVASP-49921,Ga3 N1 O3,3.4127,3.4127,1.648609468
JVASP-37175,Na3 N1,0.0606,-0.0291,1.642791043
JVASP-52324,Nb1 Al1 O4,3.3986,3.2712,1.640457769
JVASP-10785,Li1 Ga1 Se2,3.4193,3.4193,1.625748887
JVASP-54865,Tl1 Cl1,3.4168,3.4168,1.625748887
JVASP-29759,Pb1 C1 N2,3.3624,2.9068,1.619467227
JVASP-30450,Li2 Dy1 In1,0.0216,-0.069,1.612337067
JVASP-10493,Li3 As1 O4,3.4172,3.3862,1.608340705
JVASP-50028,Sn1 O2,3.3842,3.0752,1.601206535
JVASP-12790,Li1 B1 O2,3.4232,3.4116,1.597151547
JVASP-26335,Tm1 Bi2 Br1 O4,3.414,3.3123,1.590623772
JVASP-57374,K3 V1 S1 O3,3.4241,3.3982,1.589242934
JVASP-30626,Sb1 F4,3.3945,3.1451,1.589126163
JVASP-1591,Hg1 F2,3.4297,3.4297,1.583506077
JVASP-12000,Fe1 Br3,0.0002,-0.0913,1.58166527
JVASP-18350,Fe1 Br3,0.0002,-0.0913,1.58166527
JVASP-10883,K1 Tb1 Ge1 S4,3.4281,3.4115,1.574453505
JVASP-56724,Ca5 W1 N4 O2,3.4272,3.4065,1.572218147
JVASP-11523,Sb1 F4,3.3946,3.1171,1.572128764
JVASP-26327,Tm1 Bi2 Cl1 O4,3.4103,3.2385,1.571332389
JVASP-19166,Mg2 Ta2 Sn1 O8,3.4247,3.3635,1.569722771
JVASP-7793,Al1 Tl1 O2,3.4148,3.272,1.567193344
JVASP-24270,Nd3 Si2 S8 Br1,3.4336,3.4336,1.564459873
JVASP-26324,Lu1 Bi2 Br1 O4,3.4243,3.3505,1.562754941
JVASP-30119,Mo1 O3,3.3178,2.5027,1.549275586
JVASP-29558,Bi1 Br3,3.4345,3.4345,1.54492973
JVASP-43167,Li2 Ti1 Co3 O8,0.0143,-0.0783,1.544643672
JVASP-2901,Rb1 Au1 S1,3.4234,3.313,1.542520065
JVASP-10088,K1 Cr1 P2 S7,0.0137,-0.079,1.541197448
JVASP-40651,Na1 Co1 O2,0.2963,0.2036,1.541197448
JVASP-50038,Dy2 Ti1 O5,3.4315,3.3862,1.540091026
JVASP-29530,Cd1 I2,3.428,3.3196,1.524401581
JVASP-57379,Bi2 W1 O6,3.4147,3.1899,1.520462488
JVASP-50894,Ho2 Ti1 O5,3.4347,3.3866,1.519415627
JVASP-13418,K1 Si1 H3,3.4457,3.4457,1.50056563
JVASP-58905,K1 Si1 H3,3.4457,3.4457,1.50056563
JVASP-12732,Nd1 S1 Br1,3.4425,3.3894,1.495727498
JVASP-8044,Tb1 Ni1 Sb1,1.1953,0.3229,1.490119279
JVASP-5821,S1 I2 O6,3.448,3.4185,1.485409721
JVASP-1315,Ba1 S1,3.4335,3.279,1.481362075
JVASP-12807,Rb4 In2 S5,3.4507,3.4507,1.479019678
JVASP-12010,Mo1 O3,3.3292,2.4642,1.467139385
JVASP-3621,Bi1 Br1 O1,3.4269,3.2106,1.465589662
JVASP-11013,Ca1 Ti2 O5,3.4551,3.4551,1.461506722
JVASP-5266,Sr2 In1 I5,3.457,3.457,1.461506722
JVASP-9740,Ta1 N1 O1,3.4299,3.2383,1.461413834
JVASP-30548,Fe1 S2,0.6125,0.2547,1.458917941
JVASP-9118,Cd1 O2,3.4488,3.4049,1.456823338
JVASP-3798,Na1 Bi1 F6,3.455,3.435,1.451530567
JVASP-53085,Lu1 Ag1 S2,3.234,1.9905,1.446789339
JVASP-21244,Hg3 B2 O6,3.4556,3.4226,1.445046066
JVASP-30780,Mg1 Ti3 O7,3.4589,3.4547,1.444878578
JVASP-57311,Na1 V1 Cd1 O4,3.4609,3.4469,1.440045995
JVASP-8690,Mg1 C2,3.4549,3.3948,1.43152836
JVASP-12981,Tl2 Ag1 I3,3.4473,3.2899,1.419722341
JVASP-5353,Al1 P1 S4,3.4591,3.395,1.415339243
JVASP-4621,Hg1 Se1 O3,3.4727,3.4727,1.413789593
JVASP-36108,Ba1 O2,3.4467,3.2654,1.407450362
JVASP-4489,Cd1 P1 S3,3.4136,2.9891,1.406706312
JVASP-3078,Ti1 S3,3.4612,3.3714,1.402669071
JVASP-12127,V1 O1 F3,3.4763,3.4649,1.39131738
JVASP-29532,Cd1 I2,3.4596,3.3464,1.391131609
JVASP-17497,Sm3 Pb1 C1,0,-0.0975,1.386229803
JVASP-41319,Na1 Pa1 O3,3.4586,3.3234,1.380286501
JVASP-47731,Li2 P2 W1 O8,0.0068,-0.0909,1.379880885
JVASP-49942,Hf2 N2 O1,3.4809,3.4809,1.376962256
JVASP-1465,Er1 Tl1 S2,3.3137,2.251,1.368802347
JVASP-21521,Na6 Sn2 S7,3.4862,3.4862,1.355715785
JVASP-26380,Lu1 Bi2 Cl1 O4,3.4636,3.3072,1.354908778
JVASP-5236,P1 Cl3,3.4837,3.4784,1.353283896
JVASP-50956,Ba1 Sr1 I4,3.4857,3.4766,1.3515421
JVASP-1843,Li1 Ho1 Se2,3.307,2.2028,1.347163752
JVASP-29627,Cd1 I2,3.4768,3.3658,1.34412358
JVASP-5485,Cd1 I2,3.4764,3.3625,1.342749223
JVASP-11614,Ti1 Zn1 Bi2 O6,3.4576,3.2181,1.342068611
JVASP-50047,Zr3 N2 O3,3.4754,3.3529,1.338674853
JVASP-9414,Zr1 S1 O1,3.4225,2.9349,1.334114892
JVASP-13084,Li1 Mg1 N1,3.4909,3.4909,1.332889073
JVASP-51722,Ba3 H12 Ir2,3.486,3.4337,1.331730408
JVASP-12566,Sn1 H8 N2 Cl6,3.4889,3.4836,1.33050317
JVASP-35656,Hf1 B1 Rh3,0,-0.0994,1.327388067
JVASP-29639,Cd1 I2,3.4799,3.3734,1.327287215
JVASP-29369,Ag1 C1 N1 O1,3.3926,2.7041,1.323753075
JVASP-29604,Cd1 I2,3.4813,3.3672,1.323741124
JVASP-40068,Li2 Yb1 Sn1,0.1283,0.0284,1.312569026
JVASP-7762,Mg1 Te1,3.494,3.494,1.309129626
JVASP-29533,Cd1 I2,3.4844,3.3729,1.304583851
JVASP-41165,Na3 U1 F8,3.4952,3.4777,1.301403339
JVASP-8350,Ca1 W1 F6,0.0005,-0.0988,1.299279393
JVASP-5431,S1 N1 Cl1,3.4933,3.4486,1.289392911
JVASP-29631,Cd1 I2,3.4901,3.3847,1.285438222
JVASP-12477,Bi1 Sb1 O4,3.4987,3.4987,1.285329099
JVASP-36873,B1 Sb1,3.0273,1.2216,1.270350741
JVASP-52214,Li1 Ag2 F4,0.0526,-0.0488,1.267414445
JVASP-29536,Cd1 I2,3.4953,3.3959,1.265243187
JVASP-56640,Sr2 U1 Ni1 O6,0.0081,-0.0934,1.264509687
JVASP-29656,Cd1 I2,3.4957,3.3939,1.264182385
JVASP-29654,Cd1 I2,3.4952,3.3933,1.264137476
JVASP-36238,Mg1 Te1,3.0958,1.4103,1.25790251
JVASP-3879,Tl2 Sn1 Cl6,3.4826,3.2199,1.254457135
JVASP-8106,Ag1 C1 N1 O1,3.4809,3.2172,1.253990967
JVASP-40422,K1 Y1 Si1 S4,3.506,3.4709,1.246872514
JVASP-29633,Cd1 I2,3.4992,3.388,1.237193443
JVASP-7638,K1 Ag1 C2,3.4798,3.144,1.220386237
JVASP-12933,Y2 N1 Cl3,3.4728,3.0625,1.216797289
JVASP-8129,Ge1 S2,3.4785,3.1314,1.215119019
JVASP-52273,Mg9 Cu1 O10,0.0696,-0.0337,1.21181485
JVASP-7838,Al1 Au1 O2,3.215,1.6914,1.21154372
JVASP-54795,Ag1 Cl1,3.3333,2.1417,1.209798989
JVASP-48341,Na1 V1 O3,3.5148,3.487,1.208145614
JVASP-7715,Y1 Ni1 Sb1,1.1828,0.3093,1.207500096
JVASP-11273,Al1 Bi1 O3,3.2682,1.8509,1.204621818
JVASP-14323,Bi1 P1 O4,3.506,3.3619,1.200627662
JVASP-5593,Te2 Os1 Cl12,0.0055,-0.0982,1.200339695
JVASP-44097,Zn1 Se1 O4,3.526,3.526,1.180747664
JVASP-29648,Cd1 I2,3.5131,3.4181,1.18066957
JVASP-32381,Ta1 Te1 Cl9,3.5198,3.4646,1.178554042
JVASP-29993,Cd1 I2,3.515,3.4125,1.177602472
JVASP-5260,Bi2 Te1 I1,0.2564,0.1515,1.16599747
JVASP-37905,B1 As1,3.2799,1.8453,1.164247281
JVASP-35537,Tb1 O3,3.509,3.3247,1.162855958
JVASP-13155,Al1 Bi1 Br6,3.5285,3.5285,1.160193624
JVASP-54886,Ca3 Ga2 N4,3.53,3.53,1.160193624
JVASP-29625,Cd1 I2,3.5218,3.4145,1.15761197
JVASP-5230,Sn1 Br4,3.5328,3.5328,1.138695195
JVASP-29376,Pb1 O1,3.5141,3.3157,1.13840098
JVASP-50678,Sb1 O1 F3,3.5197,3.3626,1.137596088
JVASP-2544,K1 Nb1 O3,3.428,2.5958,1.130370621
JVASP-43369,Ag1 P1 O3,3.5189,3.3212,1.121279965
JVASP-29661,Cd1 I2,3.5286,3.4244,1.119839817
JVASP-54767,H4 N2 O3,3.5382,3.5382,1.116496986
JVASP-9796,Ba3 Mg1 Nb2 O9,3.5268,3.3612,1.115386664
JVASP-35152,Ga3 B1 N4,3.5379,3.5231,1.110995229
JVASP-8066,Zn1 Sn1 Sb2,0.7763,0.2612,1.109484457
JVASP-1846,Li1 Er1 Se2,3.3784,2.2504,1.106107187
JVASP-9410,Cd1 Ga2 O4,3.54,3.5113,1.10583021
JVASP-8059,Dy1 Ni1 Sb1,1.1954,0.3064,1.104269394
JVASP-54791,Co1 H3 C6 N6,3.5388,3.5041,1.103600713
JVASP-16052,Ca1 Cu1 P1,0.9722,0.28,1.096829991
JVASP-22535,Rb1 Li1 Cl2,3.5426,3.5426,1.095935686
JVASP-10171,Zn1 Bi2 O4,3.52,3.2585,1.095647185
JVASP-12875,Rb1 B1 S3,3.5311,3.3563,1.092504907
JVASP-12554,Li1 H2 N1,3.5353,3.408,1.090379507
JVASP-29682,Cd1 I2,3.5377,3.4334,1.077738592
JVASP-56696,K1 V1 O1 F4,3.5515,3.5515,1.077463838
JVASP-57510,Li1 Sc1 F4,3.5482,3.5408,1.074817166
JVASP-34591,Li1 Y1 F4,3.545,3.4843,1.073826578
JVASP-1345,Yb1 Te1,3.4356,2.5452,1.073369174
JVASP-17702,Nd3 Sn1 C1,0,-0.1085,1.067079276
JVASP-49991,Er1 Bi3 O6,3.5108,3.0927,1.065617055
JVASP-30329,Cr1 P1 O5,0.0582,-0.0504,1.064473954
JVASP-38743,Li1 Be1 H3,3.5379,3.3968,1.064066812
JVASP-36116,K1 Sm1 Se2,3.4946,2.9332,1.061443898
JVASP-9178,Zr1 O2,3.5568,3.5568,1.05948685
JVASP-28430,Cd1 I1 Br1,3.5558,3.5558,1.05948685
JVASP-23491,Ba2 Ca1 Ir1 O6,0,-0.1088,1.059232268
JVASP-7772,Y1 N1,3.5551,3.5477,1.056889473
JVASP-2085,Si1 Ru1,0.2998,0.1909,1.056595821
JVASP-38000,Li3 Cl1 O1,3.5554,3.535,1.052324834
JVASP-38914,Ho2 S3,3.5387,3.3482,1.045715835
JVASP-2523,K1 Au1 S1,3.5506,3.4507,1.041744964
JVASP-4089,Rb1 Bi1 O2,3.5618,3.5618,1.040731048
JVASP-14156,Li1 Y1 F4,3.5574,3.4982,1.038704282
JVASP-19107,Sr1 Te1 O4,3.5603,3.5455,1.035633282
JVASP-1711,Rb1 Sm1 Se2,3.5064,2.9684,1.033648968
JVASP-25043,Se1,1.1423,0.2957,1.027768062
JVASP-35219,Cd4 S1 F6,3.5642,3.5642,1.022293413
JVASP-12727,Sn2 I1 F3,3.5432,3.3368,1.020773674
JVASP-7781,Sc1 Tl1 Te2,0.5806,0.235,1.003862247
JVASP-62546,Sr1 B2 S4,3.5721,3.5721,1.003758851
JVASP-10727,Rb1 Cd1 N3 O6,3.5719,3.5604,0.999950343
JVASP-28563,Te2 Mo3 Se2 S2,0.0698,-0.0413,0.99921462
JVASP-40901,Nb1 Bi1 O4,3.5317,3.1106,0.997191595
JVASP-37157,Na1 Sm1 Se2,3.4976,2.8279,0.995712947
JVASP-1002,Si1,3.1242,1.2775,0.993529472
JVASP-34444,Sn2 I1 F3,3.5542,3.3494,0.987601376
JVASP-12435,Li8 Pb1 O6,3.5678,3.463,0.986900796
JVASP-30735,Zn1 Sb2 O4,3.5743,3.5743,0.984458339
JVASP-62904,Cd3 B2 O6,3.5781,3.5781,0.984458324
JVASP-8750,V1 Sb1 Ru1,1.0058,0.2788,0.976148256
JVASP-30689,Sb1 F5,3.5277,3.0457,0.973636478
JVASP-18238,Er3 Sn1 C1,1.00E-04,-0.112,0.973582041
JVASP-30279,Co3 Sb1 O8,0.0397,-0.0725,0.971152895
JVASP-13397,K1 In1 Br3,3.5744,3.532,0.970708587
JVASP-35109,Al1 Ga3 N4,3.5794,3.5794,0.965445403
JVASP-8537,Hf1 Pb1 O3,3.5811,3.5811,0.965445403
JVASP-37999,Na3 P1 S4,3.5796,3.5795,0.965413801
JVASP-4423,Zn1 P1 S3,3.5553,3.2801,0.962902349
JVASP-59051,As1 Cl3 O1,3.5774,3.4945,0.957576548
JVASP-13808,As1 Cl3 O1,3.5772,3.4913,0.95660373
JVASP-22721,Pb1 Br2,3.5708,3.4135,0.951680504
JVASP-46392,Co1 Bi1 O4,0.2876,0.1746,0.951369633
JVASP-56743,Li4 Ca3 Si2 N6,3.5728,3.4085,0.949363369
JVASP-36531,Hf1 Zn1 N2,3.5553,3.2413,0.949291323
JVASP-36204,B1 P1,3.3488,1.8438,0.946957698
JVASP-10164,Zn1 Sb2 O4,3.5863,3.5863,0.94677427
JVASP-7649,Ba1 C2,3.5753,3.4557,0.945679343
JVASP-25792,K2 Ti1 Si3 O9,3.585,3.569,0.94179943
JVASP-10175,Cd1 Ge2 O5,3.5796,3.4883,0.936454856
JVASP-12549,Ba1 Ta2 Bi2 O9,3.5547,3.2023,0.935822852
JVASP-9607,Cd2 Si1 O4,3.5782,3.477,0.933312481
JVASP-22540,Li1 Mg1 P1,3.4302,2.2495,0.930792043
JVASP-54472,Pb1 Cl2 O4,3.5006,2.6796,0.930394667
JVASP-22591,Zn1 S1,3.593,3.593,0.927583527
JVASP-1702,Zn1 S1,3.5923,3.5923,0.927583527
JVASP-1819,Li1 Y1 S2,3.4913,2.5776,0.922153297
JVASP-31161,Li1 Mg1 P1,3.4319,2.2318,0.920416416
JVASP-37170,Na1 Dy1 Se2,3.5066,2.6893,0.915411998
JVASP-35214,Na2 Zn1 Se2,3.5958,3.5958,0.909650466
JVASP-57104,Zn1 S1,3.5965,3.5965,0.909650466
JVASP-35542,Ge1 Ru1,0.2188,0.1037,0.900223958
JVASP-8448,Nd3 Pb1 C1,0,-0.1151,0.900223958
JVASP-27195,Os1 O4,3.5965,3.5597,0.898688894
JVASP-3153,Li1 Zn1 P1 S4,3.5883,3.4219,0.89504292
JVASP-53602,Zn2 Ge1 S4,3.5796,3.3549,0.894110973
JVASP-56461,Ca3 Al2 N4,3.6023,3.6023,0.894062179
JVASP-10206,In1 Ga1 O3,3.5839,3.4041,0.890877582
JVASP-35664,Mg1 Be2 P2,3.1958,1.3284,0.885807763
JVASP-8454,Pb1 O1,3.5867,3.3896,0.885501557
JVASP-50062,Li1 Sb1 P1 H1 O5,3.5896,3.4497,0.885032722
JVASP-119,Rb2 Te1,3.5892,3.439,0.881901709
JVASP-28554,Te2 Mo2 W1 Se2 S2,0.1131,-0.0029,0.88014221
JVASP-10855,Zn1 Fe2 O4,0.0002,-0.1158,0.878679766
JVASP-10104,Ba2 Y1 Nb1 O6,3.6082,3.6082,0.877798172
JVASP-21201,F2,3.6085,3.6085,0.877798172
JVASP-11393,K3 Au1 Se2,3.6023,3.5434,0.876846664
JVASP-52561,Li1 Ag1 F2,3.5834,3.3152,0.863407606
JVASP-49946,Na2 Ti2 O5,3.613,3.6018,0.8554963
JVASP-40289,Pm2 S3,3.6045,3.5219,0.854129633
JVASP-9679,Th1 Ti2 O6,3.6059,3.5156,0.851922269
JVASP-57750,Ca4 Ir1 O6,0,-0.1172,0.850978099
JVASP-26318,Ba2 Ta1 Bi1 O6,3.6102,3.5552,0.843239019
JVASP-40193,Ca2 Sn1 S4,0.8959,0.2609,0.838749606
JVASP-7648,Zn1 S1,3.6163,3.6163,0.838212474
JVASP-53363,K3 Cl1 O1,3.6196,3.619,0.838047673
JVASP-22600,Rb1 S1,3.605,3.443,0.831382401
